date,character_name,world_name,character_class,character_level,character_exp,character_exp_rate,character_date_create,past_level,growth,create_year,create_year_month
2025-04-27 00:00:00+09:00,보마1337,챌린저스4,보우마스터,280.0,140384600162.0,0.417,2024-12-19 00:00:00+09:00,276.0,4.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,오옹부,챌린저스3,보우마스터,280.0,144308414917.0,0.429,2024-12-19 00:00:00+09:00,279.0,1.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,서졍,스카니아,보우마스터,280.0,131445334688.0,0.391,2024-09-18 00:00:00+09:00,279.0,1.0,2024.0,2024-09
2025-04-27 00:00:00+09:00,냠전냠전,루나,보우마스터,280.0,126478074842.0,0.376,2022-06-30 00:00:00+09:00,280.0,0.0,2022.0,2022-06
2025-04-27 00:00:00+09:00,하영셋,스카니아,보우마스터,280.0,124974928916.0,0.371,2020-01-02 00:00:00+09:00,279.0,1.0,2020.0,2020-01
2025-04-27 00:00:00+09:00,콜스터,챌린저스3,보우마스터,280.0,121993246117.0,0.363,2024-12-19 00:00:00+09:00,277.0,3.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,뽀뿅,스카니아,보우마스터,280.0,101503087152.0,0.302,2024-12-19 00:00:00+09:00,280.0,0.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,이보쟝,엘리시움,보우마스터,280.0,94943230206.0,0.282,2018-02-04 00:00:00+09:00,280.0,0.0,2018.0,2018-02
2025-04-27 00:00:00+09:00,에도가와정연,챌린저스2,보우마스터,280.0,343142747355.0,1.020,2024-12-19 00:00:00+09:00,277.0,3.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,쇠부기,챌린저스2,보우마스터,280.0,93381957417.0,0.278,2024-12-19 00:00:00+09:00,279.0,1.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,초록괴물보마,스카니아,보우마스터,280.0,75543086211.0,0.225,2024-12-19 00:00:00+09:00,280.0,0.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,띠링화살,엘리시움,보우마스터,280.0,67684555576.0,0.201,2024-12-19 00:00:00+09:00,278.0,2.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,보마골리니,스카니아,보우마스터,280.0,61415799971.0,0.183,2022-01-28 00:00:00+09:00,278.0,2.0,2022.0,2022-01
2025-04-27 00:00:00+09:00,혀니캬롱,엘리시움,보우마스터,280.0,48806517936.0,0.145,2023-03-10 00:00:00+09:00,278.0,2.0,2023.0,2023-03
2025-04-27 00:00:00+09:00,창이활잽이,스카니아,보우마스터,280.0,46188454102.0,0.137,2022-01-07 00:00:00+09:00,279.0,1.0,2022.0,2022-01
2025-04-27 00:00:00+09:00,빼요빼,챌린저스3,보우마스터,280.0,39464093868.0,0.117,2024-12-19 00:00:00+09:00,279.0,1.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,곰근짱,크로아,보우마스터,280.0,36631703632.0,0.109,2022-12-22 00:00:00+09:00,279.0,1.0,2022.0,2022-12
2025-04-27 00:00:00+09:00,시즌1해야지,챌린저스,보우마스터,280.0,26145253981.0,0.078,2024-12-20 00:00:00+09:00,278.0,2.0,2024.0,2024-12
2025-04-27 00:00:00+09:00,작동중,베라,보우마스터,280.0,22252392356.0,0.066,2023-03-18 00:00:00+09:00,278.0,2.0,2023.0,2023-03
2025-04-27 00:00:00+09:00,낏뽀,베라,보우마스터,280.0,18581470033.0,0.055,2024-01-03 00:00:00+09:00,280.0,0.0,2024.0,2024-01
2025-04-27 00:00:00+09:00,갸랫,엘리시움,보우마스터,280.0,11155806664.0,0.033,2017-05-13 00:00:00+09:00,278.0,2.0,2017.0,2017-05
2025-04-27 00:00:00+09:00,키세맘,챌린저스,보우마스터,280.0,22809661225.0,0.068,2024-12-19 00:00:00+09:00,277.0,3.0,2024.0,2024-12
